,account_name,username,post_date,tweet
517,Radix WP,@radixwp,2021-11-16T09:49:34.000Z,lama ini ada celah keras seksual yaitu laku guna relasi kuasa misal bagai dosen pihak kampus sering enggan usut kasus itu makanya buat permendikbud untuk mangkas relasi kuasa lagi untuk cegah keras seksual tindak laku radix wp november benar tolak hadap permendikbud ini juga hadap rancang undang undang partai adil sejahtera cuma suatu taktik sandera penting kalau kalian tidak mau dukung agenda kami wujud hukum yang larang seks pranikah maka kami akan halang usaha kalian cegah leceh perkosa kira begitu jahat sekali ya show this thread
518,a. arfrian,@aarfrian,2021-11-16T08:16:50.000Z,gue harap atur hapus keras seksual di ranah kampus yang sudah jelas dan pihak ke korban ini agar lolos dan segera terap gue tidak mau adik dan baya kena keras seksual di ranah guru tinggi gue tidak mau orang yang punya cita besar rusak sama predator
519,Surabaya Coret,@SurabayaCoret,2021-11-16T08:14:45.000Z,bentuk satu tugas cermin serius kampus jawab kasus keras seksual
520,MediaMonitoring,@mediamonitor21,2021-11-16T08:13:05.000Z,nadiem persen aku pernah saksi keras seksual di kampus medius news persen aku pernah saksi keras seksual di kampus medius news menteri didik budaya riset dan teknologi nadiem makarim ungkap hasil survei kait keras seksual di kampus
521,mybae,@sweirdgurl,2021-11-16T08:12:24.000Z,and demi dukung banget permendikbud biar tidak ada lagi itu predator seksual dalam kampus
522,Pikiran Rakyat,@pikiran_rakyat,2021-11-16T08:08:07.000Z,dian sastro ungkap resah soal keras seksual di kampus korban biar takut korban biar takut
523,premium apps murah,@youmeuscare,2021-11-16T08:04:40.000Z,and tambah permendikbud ini buat untuk cegah tangan dan beri lindung kepada korban keras seksual bukan untuk atur apakah boleh atau tidak seks bebas di lingkung kampus karena itu bukan wewenang negara tapi wilayah wenang dari institusi sebut
524,Radix WP,@radixwp,2021-11-16T07:59:59.000Z,and usaha cegah efektivitas atur kampus korban sekaligus sedang laku keras seksual malah senang
525,Radix WP,@radixwp,2021-11-16T07:55:42.000Z,and others begini lo praktis rangkul mahasiswi di luar mau keras seksual rangkul pacar sendiri atas izin bukan keras seksual sudah tepat kan masa kampus suruh nindak mahasiswa rangkul pacar sendiri yang atas izin sih pacar
526,Rasain_ga,@Rasain_ga,2021-11-16T07:53:11.000Z,nadiem dan cinta laura bicara soal keras seksual keras seksual di guru tinggi kerap jadi di lingkung kampus untuk itu atur menteri didik
527,Famous Laz Words,@famouslazwords,2021-11-16T07:21:55.000Z,and boleh tahu pasal berapa yang masuk dari jelas saja buat yang anda jelas itu bukan keras seksual tetapi tindak asusila lalu apakah ada contoh kasus kampus yang diam tindak tidak senonoh di lingkung kampus apa kampus itu tidak punya kode etik
528,jen,@jennayyun2,2021-11-16T07:21:33.000Z,ayo kawankawan kita dukung permendikbud tentang keras seksual kalau sah kampus kita bakal punya satu tugas khusus ks jadi tidak bingung harus lapor kamana buat sender ini bukan salah ya dia saja yang berengsek tnangin diri kamu kuat kamu bisa k
529,Portal Jogja,@portaljogjacom,2021-11-16T05:54:33.000Z,nadiem makarim keras seksual di kampus seperti fenomena gunung es keras seksual di kampus seperti fenomena gunung es portal yoyakarta nadiem makarim ungkap genting situasi kait keras seksual di guru tinggi di indonesia
530,Radix WP,@radixwp,2021-11-16T05:46:07.000Z,ketua dewan guru besar oi prof harkristuti harkrisnowo dukung permendikbud itu kan beliau yang kecimpung langsung urus skandal keras seksual di kampus radix wp november benar tolak hadap permendikbud ini juga hadap rancang undang undang partai adil sejahtera cuma suatu taktik sandera penting kalau kalian tidak mau dukung agenda kami wujud hukum yang larang seks pranikah maka kami akan halang usaha kalian cegah leceh perkosa kira begitu jahat sekali ya show this thread
531,miss dills,@fuckpatriarchie,2021-11-16T05:46:02.000Z,tidak lupa juga semenjak join unit perempuan gue jadi selalu baru tentang isuisu perempuan kita bantu kawal kita juga punya unit daya untuk para sintas keras seksual di kampus haha november ikut organisasi tidak penting isi cuma nongkrong
532,Radio Suara Surabaya,@e100ss,2021-11-16T05:45:17.000Z,andy yentriyani ketua komisi nasional perempuan nilai bentuk satu tugas cegah dan tangan keras seksual ppks adalah cermin serius buah kampus untuk jawab kasus keras yang mungkin jadi di lingkung
533,Pikiran Rakyat,@pikiran_rakyat,2021-11-16T05:18:33.000Z,korek kasus keras seksual di kampus nadiem makarim dahsyat parah banget nadiem makarim dahsyat parah banget nadiem makarim sebut kasus keras seksual di kampus rupa fenomena gunug es yang sangat parah
534,BiasaLaaaah,@chypang,2021-11-16T05:05:49.000Z,logically fallacy kaum yang tolak permendikbud ristek tidak paham konteks mahasiswa saja raya dengan sukacita akhir ada atur jelas tentang keras seksual di lingkung kampus olga november logika tolol versi baru dari para tolak permendikbud ristek kalau suka sama suka boleh jadi seks bisa laku di mana saja sudut kampus padahal kalau sudah meni pun seks di muka publik ya tetap bisa kena undang undang pornografi dan pidana tindak asusila show this thread
535,L | doing commission,@sainthiraeth,2021-11-16T05:01:16.000Z,lah mesum di kampus kan bisa kena hukum pakai undang undang lain atur internal kampus tentang tndakan asusila bagaimana sudah orang konteks keras seksual bukan consensual sex
536,Dendy Raditya Atmosuwito,@DendyRadityaA,2021-11-16T05:00:52.000Z,and kalau konteks masjid seperti yang mas faizal sebut tentu tidak perlu nah balik ke soal hubung seksual suka sama suka di kampus benar ini sudah atur di tata tertib masingmasing kampus untuk konteks ugm ada di tata tertib mahasiswa pasal poin sama
537,LampungPostId,@lampungpostid,2021-11-16T04:46:07.000Z,majelis ulama indonesia dan organisasi masyarakat islam utama muhammadiyah tolak dan minta cabut permendikbud nomor tentang cegah dan tangan keras seksual di guru tinggi karena substansi legal zina di kampus lincolin arsyad nilai atur sebut milik masalah dari segi formal dan materiel
538,Hangsat!,@HangSakti,2021-11-16T04:45:34.000Z,aku harap dosen e jawab benar itu anak mesti ramai rancang undang undang leceh seksual di kampus up mneh daniel leonard sinaga november orang dosen gendong bayi saat ajar dan bayi ini bukan putra tapi dia adalah anak dari salah satu mahasiswi saat selesai mata ajar kemudian sang profesor di tanya oleh salah satu mahasiswa tentang apa alas yang buat ia mau laku hal itu show this thread
539,Fahira Idris DPD RI,@fahiraidris,2021-11-16T03:17:54.000Z,dialog juga jadi cara yang paling baik agar permendikbud ini bisa lebih komprehensif dan efektif cegah dan tangan praktik keras seksual di kampus
540,indotimur.com,@ComIndotimur,2021-11-16T03:17:52.000Z,ketua stkip kie raha ternate beri sanksi pada oknum yang buat keras seksual di kampus
541,Fahira Idris DPD RI,@fahiraidris,2021-11-16T03:17:49.000Z,dialog solusi polemik permendikbud keras seksual pihak yang pro maupun kontra hadap permendikbud keras seksual sejati mmpunyai semangat yang sama yaitu cegah henti cepat mungkin praktik keras seksual di kampus semua korban sintas sgr dapat adil and dewan wakil rakyat ri
542,TuTany,@W19904884,2021-11-16T03:16:30.000Z,and tanya dong kenapa siul yang nuansa seksual saja tidak boleh laku di kampusalias kena sanksi kenapa zina tidak kena sanksi
543,Jurnal Perempuan,@jurnalperempuan,2021-11-16T03:14:48.000Z,baru di warta finis liput webinar kemendikbudristek kena kampus merdeka dari keras seksual
544,Dendy Raditya Atmosuwito,@DendyRadityaA,2021-11-16T03:11:24.000Z,alihalih kontra ppks terus muhammadiyah fokus saja untuk dorong ada permendikbudristek lain yang larang segala aktivitas hubung seksual di kampus dan seluruh giat kampus kknpraktikummakrab dan lain lain sehingga zina di kampus dan giat kampus juga larang fahd pahdepie november permendikbud ristek no tahun itu bagus tapi harus aku ada problem substansi apa salah dengar masuk muhammadiyah aisyiyah majelis ulama indonesia organisasi masyarakat agama lain untuk revisi bagi yang masalah itu susah itu atau ada agenda lain buah utas show this thread
545,BEM IM FKM UI,@BEMFKMUI,2021-11-16T02:53:53.000Z,aliansi keras seksual dalam kampus badan eksekutif mahasiswa oi badan eksekutif mahasiswa fh oi badan eksekutif mahasiswa fib oi badan eksekutif mahasiswa industri kecil tengah fk oi badan eksekutif mahasiswa fkg oi badan eksekutif mahasiswa im fakultas sehat masyarakat oi badan eksekutif mahasiswa fan fiction oi badan eksekutif mahasiswa fmipa oi badan eksekutif mahasiswa fakultas ilmu sosial dan ilmu politik oi badan eksekutif mahasiswa fpsi oi badan eksekutif mahasiswa februari oi badan eksekutif mahasiswa fik oi badan eksekutif mahasiswa fasilkom oi badan eksekutif mahasiswa ft oi badan eksekutif mahasiswa fia oi badan eksekutif mahasiswa vokasi oi dan hopehelps oi
546,Ligwina Hananto,@mrshananto,2021-11-16T01:18:55.000Z,gue pernah kena leceh seksual di depan buah kampus di bandung gue jalan pulang sekolah dengan seragam sama gue tendang teriak kayak orang gila tidak ada yang tolong orang cuma tertawa tolol tertawa tanpa tuju adalah nyata bahwa kamu bagi dari tertawa tolol
547,Slamet_Supriyadi,@SlametS28382742,2021-11-16T01:17:26.000Z,bagaimana mungkin lindung atas keras seksual bisa beri kampus sedang saat tangkap korban malah bilang saya tidak rasa paksa oleh laku kami suka sama suka bahkan kami dua
548,me,@misshani96,2021-11-16T01:17:00.000Z,stop keras seksual di dunia kampus dan didik kita
549,bebrayan,@NgilmuKantiLaku,2021-11-16T01:07:49.000Z,and others anti keras seksual tetapi beri peluang civitas kampus untuk laku leceh seksual atas dasar suka sama suka padahal korban ya tetap perempuan dari aborsi anak tanpa ayah dan lain lain padahal kalau revisi selesai polemik dan tutup peluang maksiat
550,andre arditya,@dardredor,2021-11-16T01:05:42.000Z,teror akademik masih bungkam wacana ragam gender dan seksual di kampus indonesia lawan tidak henti
551,Loli,@Anggita_lung,2021-11-16T01:04:09.000Z,mari kita dukung agar anak anak di kampus aman dari jahat seksual
552,abuyahya,@abuyahy60071056,2021-11-16T00:56:37.000Z,and justru karena sederhana dan cegah keras seksual di lingkung kampus kata kata tanpa tuju korban di hilang di ganti dengan redaksi yang lebih jelas dan tegas
553,Aira Kusumasomantri,@airakusumas,2021-11-16T00:45:25.000Z,aktivitas seksual yang laku di ruang publik bisa kena pasal kuhp tentang buat asusila jadi konsep consent yang maksud di artikel ini hanya laku di ranah privat ya bukan di ruang publik seperti kampus
554,Veder Isme,@IsmeLibertarian,2021-11-16T00:35:27.000Z,atur ini jadi payung hukum bagi korban keras seksual di kampus
555,EDO ROSYADA,@edo_rosyada,2021-11-16T00:30:19.000Z,and masyarakat awam barutahu nih nyata dominan juga ks di kampus bisa bisa saya hanya baca diskusi ini inti masih mutermuter di devinisi keras seksual berat ada frasa tanpa tuju korban yang anggap bagai legalitas zina saya belum sikap
556,ıʇɐɥıʞɐʞuɐʇɐʇɐƆ,@catatankaqihati,2021-11-16T00:29:55.000Z,permendikbud ristek no tahun buat demi rasa adil kepada korban keras dan leceh seksual di dunia didik sering kali korban tak kutik dan tak daya ketika lapor jadi korban ke pihak kampus akhir dengan di do atau uap begitu saja karena ada ancam
557,Keadilan utk korban KS,@adekumala,2021-11-16T00:26:24.000Z,the audacity to make a joke about sexual abuse ya ampun dear korban dan sintas ks yang kayak begini skip saja permendikbud sudah laku dan akan lindung dari predator seksual di kampus
558,Loli,@Anggita_lung,2021-11-15T23:35:15.000Z,jauh anak anak dari predator seksual di kampus ikan rasa aman
559,Jeng Rini LG,@Widyarenee_,2021-11-15T23:32:39.000Z,permendikbud ristek no tahun tentang cegah tangan keras seksual ppks di lingkung kampus sangat butuh hal sebut rupa bentuk negara hadir kamu beri lindung dan tolong hadap korban keras seksual
560,Aumbreskai,@aumbreskai,2021-11-15T23:31:31.000Z,and please fokus atur ini untuk korban keras seksual yang ada di kampus bukan urus pilih hidup orang fokus lindung korban keras seksual kampus yang tidak bisa atau berani adu karena takut kok pelintir jadi urus pilih hidup orang soal seks bebas
561,Loli,@Anggita_lung,2021-11-15T23:31:26.000Z,lindung anak anak kita dari predator seksual di kampus
562,Jeng Rini LG,@Widyarenee_,2021-11-15T23:23:43.000Z,permendikbud ppks no nilai komisi nasional perempuan penting di tengah marak keras seksual di lingkung kampus penting cegah dan tangan korban ppks sama penting dengan beri rasa adil bagi korban keras seksual sebut
563,Loli,@Anggita_lung,2021-11-15T23:11:42.000Z,lawan predator seksual di kampus
564,Loli,@Anggita_lung,2021-11-15T22:59:13.000Z,permendikbud ristek nomor tahun bakal jadi landas hukum bagi petinggi guru tinggi dalam cegah dan tangan kasus keras seksual di lingkung kampus beleid sebut teken menteri didik dan budaya ristek nadiem makarim pada agustus pro didik
565,Yumnan Sabrie,@y_yumnan,2021-11-15T21:50:22.000Z,lama ini kalau jadi keras atau leceh seksual di kampus apakah tidak ada atur hukum yang jerat laku
566,TuTany,@W19904884,2021-11-15T21:38:06.000Z,and anda kan bilang tindak zina suka sama suka karena bukan ranah permendikbud ppks ini nah kan sama keras seksual juga kalau anggap pidana bukan ranah permendikbud dia hanya larang orang laku keras seksual laku di kampus
567,Mojack,@MojackThePoet,2021-11-15T21:34:23.000Z,orang lelaki dan perempuan tangkap libat aktivitas seksual di kampus dasar permen perempuan pasti bagai korban tidak hukum dan lelaki serah ke polisi padahal bisa jadi itu suka sama suka consentual yang hukum adalah do untuk
568,Mojack,@MojackThePoet,2021-11-15T21:15:37.000Z,pasang lakilaki dan perempuan libat aktivitas seksual di kampus kalau frase tanpa tuju hapus perempuan sudah pasti tentu bagai korban padahal bisa jadi itu mau sama mau sih perempuan bebas sih lakilaki masuk penjara adil kah
569,oceanflyer,@oceanflyer1,2021-11-15T15:45:43.000Z,and iya karena memang fokus utama keras seksual keras seksual itu karena paksa definisi paksa ya tidak ada tuju not a rocket science saya pikir ini langkah luar biasa dalam cegah keras seksual di kampus nadiem makarim bantah soal permendikbud yang anggap legal zina dan seks bebas
570,rest.,@mesvelous,2021-11-15T15:41:13.000Z,permendikbud itu fokus ke lindung dan damping korban keras seksual dan perlu gar bawah di lingkung kampus lagi ini untung perempuan jadi tolong kalau ada yang masih tidak tuju itu baca lagi kalau yang sih sender kasih lihat sudah jelas beda fokus rest november eh sumpah
571,#NKRI,@SammiSoh,2021-11-15T15:34:52.000Z,thread kasus keras seksual di kampus unri keri saksi mahasiswi yang leceh cara seksual dan bagaimana dosen lain sekongkol untuk ikut tekan mahasiswi ini
572,Grey,@wolfie3rd,2021-11-15T15:27:18.000Z,kalau ada permendikbud dan ini jadi di lingkung kampus sih cowok bisa kena masalah karena laku keras seksual pada cewek
573,Jedi-Sith,@riza_ajir,2021-11-15T14:41:56.000Z,and skupnya skupnya umum perkara keras seksual di kampus hukum permen perkara tubuh hukum kuhp jangan campur aduk ranah masing
574,Ama,@Ama_aja_udah,2021-11-15T14:36:40.000Z,permen yang ini jelas butuh untuk mlindungi semua warga kampus dari predator seksual jadi yang tolak permen ini ya aneh saja sih
575,Dinda K. Anggraini S.,@lildinda4real,2021-11-15T14:34:49.000Z,and pasal kuhp atur tubuh yang laku oleh lakilakiperempuan yang telah kawin dengan perempuanlaki laki yang bukan istrisuaminya selingkuh ada hukum siapa bilang aman permen bahas keras seksual kampus kok jadi selingkuh offside nih gif
576,DPP PKB,@DPP_PKB,2021-11-15T14:16:59.000Z,gus muhaimin iskandar lanjut sah permendikbud no tahun bakal buka akses yang cukup bagi korban keras seksual di dunia kampus untuk cari adil semua pihak harus bisa lihat bahwa bahaya keras seksual di tanah air sangat takut
577,Solopos,@soloposdotcom,2021-11-15T14:16:34.000Z,waduh mahasiswa si kampus ugm tuding laku keras seksual utm sourceutm mediumtwitter
578,Jedi-Sith,@riza_ajir,2021-11-15T14:14:07.000Z,and zina belum tentu keras seksual mk ada frasa tanpa tuju untuk beda misal kalau ada celaka di kampus mahasiswa luka bagi tubuh jika frasa tanpa tuju hilang mk tidak ada yang mau tolong mahasiswa dokter juga tidak bisa praktik karena sentuh
579,Abdulharis Doa,@AizhDoank,2021-11-15T14:13:26.000Z,rektor unkhair ternate minta mahasiswa lapor kasus keras seksual di kampus indotimur
